species	genu	family
Galatella_aragonensis	Galatella	Asteraceae
Galatella_biflora	Galatella	Asteraceae
Galatella_crinitoides	Galatella	Asteraceae
Galatella_malacitana	Galatella	Asteraceae
Galatella_tatarica	Galatella	Asteraceae
Galatella_subtatarica	Galatella	Asteraceae
Galatella_subvillosa	Galatella	Asteraceae
Tripolium_sorrentinoi	Tripolium	Asteraceae
Erigeron_acris	Erigeron	Asteraceae
Erigeron_borealis	Erigeron	Asteraceae
Erigeron_eriocephalus	Erigeron	Asteraceae
Erigeron_frigidus	Erigeron	Asteraceae
Erigeron_glabratus	Erigeron	Asteraceae
Erigeron_hircianus	Erigeron	Asteraceae
Erigeron_hispanicus	Erigeron	Asteraceae
Erigeron_hungaricus	Erigeron	Asteraceae
Erigeron_major	Erigeron	Asteraceae
Erigeron_uniflorus	Erigeron	Asteraceae
Erigeron_aragonensis	Erigeron	Asteraceae
Artemisia_arenaria	Artemisia	Asteraceae
Artemisia_bargusinensis	Artemisia	Asteraceae
Artemisia_chamaemelifolia	Artemisia	Asteraceae
Artemisia_frigida	Artemisia	Asteraceae
Artemisia_glacialis	Artemisia	Asteraceae
Artemisia_granatensis	Artemisia	Asteraceae
Artemisia_hololeuca	Artemisia	Asteraceae
Artemisia_inculta	Artemisia	Asteraceae
Artemisia_latifolia	Artemisia	Asteraceae
Artemisia_nitida	Artemisia	Asteraceae
Artemisia_nivalis	Artemisia	Asteraceae
Artemisia_tanacetifolia	Artemisia	Asteraceae
Artemisia_umbelliformis	Artemisia	Asteraceae
Artemisia_barrelieri	Artemisia	Asteraceae
Artemisia_dzevanovskyi	Artemisia	Asteraceae
Artemisia_lercheana	Artemisia	Asteraceae
Artemisia_taurica	Artemisia	Asteraceae
Artemisia_gracilescens	Artemisia	Asteraceae
Artemisia_herba-alba	Artemisia	Asteraceae
Artemisia_lessingiana	Artemisia	Asteraceae
Artemisia_compacta	Artemisia	Asteraceae
Artemisia_nitrosa	Artemisia	Asteraceae
Anthemis_lithuanica	Anthemis	Asteraceae
Anthemis_macedonica	Anthemis	Asteraceae
Anthemis_chia	Anthemis	Asteraceae
Anthemis_chrysantha	Anthemis	Asteraceae
Anthemis_macrotis	Anthemis	Asteraceae
Anthemis_aetnensis	Anthemis	Asteraceae
Anthemis_alpestris	Anthemis	Asteraceae
Anthemis_ammanthus	Anthemis	Asteraceae
Anthemis_argyrophylla	Anthemis	Asteraceae
Anthemis_auriculata	Anthemis	Asteraceae
Anthemis_cretica	Anthemis	Asteraceae
Anthemis_cupaniana	Anthemis	Asteraceae
Anthemis_kitaibelii	Anthemis	Asteraceae
Anthemis_maritima	Anthemis	Asteraceae
Anthemis_parnesia	Anthemis	Asteraceae
Anthemis_samariensis	Anthemis	Asteraceae
Anthemis_scopulorum	Anthemis	Asteraceae
Anthemis_secundiramea	Anthemis	Asteraceae
Anthemis_spruneri	Anthemis	Asteraceae
Anthemis_sterilis	Anthemis	Asteraceae
Anthemis_tomentella	Anthemis	Asteraceae
Anthemis_tomentosa	Anthemis	Asteraceae
Anthemis_tranzscheliana	Anthemis	Asteraceae
Cota_monantha	Cota	Asteraceae
Anthemis_virescens	Anthemis	Asteraceae
Cota_macrantha	Cota	Asteraceae
Cota_palaestina	Cota	Asteraceae
Castrilanthemum_debeauxii	Castrilanthemum	Asteraceae
Santolina_chamaecyparissus	Santolina	Asteraceae
Leucanthemum_corunnense	Leucanthemum	Asteraceae
Leucanthemum_pawlowskii	Leucanthemum	Asteraceae
Heteranthemis_viscide-hirta	Heteranthemis	Asteraceae
Santolina_canescens	Santolina	Asteraceae
Santolina_impressa	Santolina	Asteraceae
Santolina_ligustica	Santolina	Asteraceae
Santolina_magonica	Santolina	Asteraceae
Santolina_orocarpetana	Santolina	Asteraceae
Santolina_rosmarinifolia	Santolina	Asteraceae
Santolina_semidentata	Santolina	Asteraceae
Santolina_villosa	Santolina	Asteraceae
Leucanthemum_atratum	Leucanthemum	Asteraceae
Leucanthemum_burnatii	Leucanthemum	Asteraceae
Leucanthemum_catalaunicum	Leucanthemum	Asteraceae
Leucanthemum_cuneifolium	Leucanthemum	Asteraceae
Leucanthemum_gaudinii	Leucanthemum	Asteraceae
Leucanthemum_halleri	Leucanthemum	Asteraceae
Leucanthemum_ligusticum	Leucanthemum	Asteraceae
Leucanthemum_maestracense	Leucanthemum	Asteraceae
Leucanthemum_meridionale	Leucanthemum	Asteraceae
Leucanthemum_montserratianum	Leucanthemum	Asteraceae
Leucanthemum_pluriflorum	Leucanthemum	Asteraceae
Leucanthemum_pyrenaicum	Leucanthemum	Asteraceae
Leucanthemum_rohlenae	Leucanthemum	Asteraceae
Leucanthemum_rotundifolium	Leucanthemum	Asteraceae
Leucanthemum_valentinum	Leucanthemum	Asteraceae
Pulicaria_odora	Pulicaria	Asteraceae
Rhodanthemum_arundanum	Rhodanthemum	Asteraceae
Pulicaria_microcephala	Pulicaria	Asteraceae
Pulicaria_clausonis	Pulicaria	Asteraceae
Buphthalmum_inuloides	Buphthalmum	Asteraceae
Dittrichia_graveolens	Dittrichia	Asteraceae
Buphthalmum_speciosissimum	Buphthalmum	Asteraceae
Inula_candida	Inula	Asteraceae
Inula_subfloccosa	Inula	Asteraceae
Inula_thapsoides	Inula	Asteraceae
Lycopodium_annotinum	Lycopodium	Lycopodiaceae
Huperzia_petrovii	Huperzia	Lycopodiaceae
Selaginella_selaginoides	Selaginella	Selaginellaceae
Isoetes_creussensis	Isoetes	Isoetaceae
Isoetes_fluitans	Isoetes	Isoetaceae
Isoetes_haussknechtii	Isoetes	Isoetaceae
Isoetes_histrix	Isoetes	Isoetaceae
Isoetes_longissima	Isoetes	Isoetaceae
Isoetes_setacea	Isoetes	Isoetaceae
Isoetes_hickeyi	Isoetes	Isoetaceae
Osmunda_regalis	Osmunda	Osmundaceae
Gymnocarpium_achriosporum	Gymnocarpium	Aspleniaceae
Gymnocarpium_heterosporum	Gymnocarpium	Aspleniaceae
Gymnocarpium_intermedium	Gymnocarpium	Aspleniaceae
Diplazium_sibiricum	Diplazium	Aspleniaceae
Gymnocarpium_continentale	Gymnocarpium	Aspleniaceae
Asplenicystopteris_blindii	Asplenicystopteris	Aspleniaceae
Arctium_zalewskii	Arctium	Asteraceae
Carduocirsium_khekii	Carduocirsium	Asteraceae
Centaurea_adamovicii	Centaurea	Asteraceae
Centaurea_confusa	Centaurea	Asteraceae
Centaurea_crnogorica	Centaurea	Asteraceae
Centaurea_gerstlaueri	Centaurea	Asteraceae
Centaurea_gjurasinii	Centaurea	Asteraceae
Centaurea_grosii	Centaurea	Asteraceae
Centaurea_mutabilis	Centaurea	Asteraceae
Centaurea_nouelii	Centaurea	Asteraceae
Centaurea_jaceiformis	Centaurea	Asteraceae
Centaurea_zubiae	Centaurea	Asteraceae
Crepis_druceana	Crepis	Asteraceae
Erigeron_helveticus	Erigeron	Asteraceae
Erigeron_vierhapperi	Erigeron	Asteraceae
Hieracium_alliicolor	Hieracium	Asteraceae
Hieracium_alticaliceum	Hieracium	Asteraceae
Hieracium_alutifolium	Hieracium	Asteraceae
Hieracium_amathophilon	Hieracium	Asteraceae
Hieracium_amblycentrum	Hieracium	Asteraceae
Hieracium_amblycybe	Hieracium	Asteraceae
Hieracium_amblylopum	Hieracium	Asteraceae
Hieracium_amblyterodon	Hieracium	Asteraceae
Hieracium_achnoum	Hieracium	Asteraceae
Hieracium_acocotum	Hieracium	Asteraceae
Hieracium_acrocaustum	Hieracium	Asteraceae
Hieracium_acrolepis	Hieracium	Asteraceae
Hieracium_adcopholepium	Hieracium	Asteraceae
Hieracium_adeneilema	Hieracium	Asteraceae
Hieracium_adenolepium	Hieracium	Asteraceae
Hieracium_adetoides	Hieracium	Asteraceae
Hieracium_adsistens	Hieracium	Asteraceae
Hieracium_adveniens	Hieracium	Asteraceae
Hieracium_aequiparabile	Hieracium	Asteraceae
Hieracium_aequipodum	Hieracium	Asteraceae
Hieracium_aethaloteles	Hieracium	Asteraceae
Hieracium_aipolium	Hieracium	Asteraceae
Hieracium_alflotense	Hieracium	Asteraceae
Hieracium_amblyzostum	Hieracium	Asteraceae
Hieracium_amplifrons	Hieracium	Asteraceae
Hieracium_anaclastopodum	Hieracium	Asteraceae
Hieracium_anadromodes	Hieracium	Asteraceae
Hieracium_angustilingua	Hieracium	Asteraceae
Hieracium_anthracodes	Hieracium	Asteraceae
Hieracium_aorense	Hieracium	Asteraceae
Hieracium_apargiiforme	Hieracium	Asteraceae
Hieracium_aphelotum	Hieracium	Asteraceae
Hieracium_athroizon	Hieracium	Asteraceae
Hieracium_atricomum	Hieracium	Asteraceae
Hieracium_atrihaegerstroemii	Hieracium	Asteraceae
Hieracium_atrocomatum	Hieracium	Asteraceae
Hieracium_apicifolium	Hieracium	Asteraceae
Hieracium_argaeoloides	Hieracium	Asteraceae
Hieracium_ariglaucoides	Hieracium	Asteraceae
Hieracium_ariphilum	Hieracium	Asteraceae
Hieracium_arnellii	Hieracium	Asteraceae
Hieracium_arrectulum	Hieracium	Asteraceae
Hieracium_asikkalense	Hieracium	Asteraceae
Hieracium_asperellum	Hieracium	Asteraceae
Hieracium_atelodes	Hieracium	Asteraceae
Hieracium_autonomum	Hieracium	Asteraceae
Hieracium_axichnoum	Hieracium	Asteraceae
Hieracium_barbatulum	Hieracium	Asteraceae
Hieracium_basiplethes	Hieracium	Asteraceae
Hieracium_bathycranum	Hieracium	Asteraceae
Hieracium_bathycyliceum	Hieracium	Asteraceae
Hieracium_caesitiiforme	Hieracium	Asteraceae
Hieracium_caesitioides	Hieracium	Asteraceae
Hieracium_caespitans	Hieracium	Asteraceae
Hieracium_caespitiforme	Hieracium	Asteraceae
Hieracium_benulum	Hieracium	Asteraceae
Hieracium_bifidum	Hieracium	Asteraceae
Hieracium_boreum	Hieracium	Asteraceae
Hieracium_borgundense	Hieracium	Asteraceae
Hieracium_boyumense	Hieracium	Asteraceae
Hieracium_brachystylum	Hieracium	Asteraceae
Hieracium_braendoeense	Hieracium	Asteraceae
Hieracium_breimense	Hieracium	Asteraceae
Hieracium_breviatum	Hieracium	Asteraceae
Hieracium_brevivittatum	Hieracium	Asteraceae
Hieracium_decursum	Hieracium	Asteraceae
Hieracium_deflectum	Hieracium	Asteraceae
Hieracium_deltoideum	Hieracium	Asteraceae
Hieracium_demutatifolium	Hieracium	Asteraceae
Hieracium_caniphyllum	Hieracium	Asteraceae
Hieracium_canipioides	Hieracium	Asteraceae
Hieracium_canitulum	Hieracium	Asteraceae
Hieracium_canovirens	Hieracium	Asteraceae
Hieracium_capnotrichoides	Hieracium	Asteraceae
Hieracium_caraeum	Hieracium	Asteraceae
Hieracium_carlsonii	Hieracium	Asteraceae
Hieracium_catoxyides	Hieracium	Asteraceae
Hieracium_celsum	Hieracium	Asteraceae
Hieracium_ceradenium	Hieracium	Asteraceae
Hieracium_chamaenerides	Hieracium	Asteraceae
Hieracium_chandolygodes	Hieracium	Asteraceae
Hieracium_charitopoides	Hieracium	Asteraceae
Hieracium_chlorodepades	Hieracium	Asteraceae
Hieracium_chloroloma	Hieracium	Asteraceae
Hieracium_chrysanthemum	Hieracium	Asteraceae
Hieracium_ciliatissimum	Hieracium	Asteraceae
Hieracium_cinerelliceps	Hieracium	Asteraceae
Hieracium_cineriticeps	Hieracium	Asteraceae
Hieracium_colapterodon	Hieracium	Asteraceae
Hieracium_collatatum	Hieracium	Asteraceae
Hieracium_collaterale	Hieracium	Asteraceae
Hieracium_collettianum	Hieracium	Asteraceae
Hieracium_collicola	Hieracium	Asteraceae
Hieracium_colocentrum	Hieracium	Asteraceae
Hieracium_cologlossum	Hieracium	Asteraceae
Hieracium_colpodes	Hieracium	Asteraceae
Hieracium_comparile	Hieracium	Asteraceae
Hieracium_comulatum	Hieracium	Asteraceae
Hieracium_concrescens	Hieracium	Asteraceae
Hieracium_condensifolium	Hieracium	Asteraceae
Hieracium_conformatum	Hieracium	Asteraceae
Hieracium_conglutinans	Hieracium	Asteraceae
Hieracium_coniellum	Hieracium	Asteraceae
Hieracium_coniocephalum	Hieracium	Asteraceae
Hieracium_coniopum	Hieracium	Asteraceae
Hieracium_connexuosum	Hieracium	Asteraceae
Hieracium_conscissum	Hieracium	Asteraceae
Hieracium_copephorum	Hieracium	Asteraceae
Hieracium_copholepium	Hieracium	Asteraceae
Hieracium_cophopum	Hieracium	Asteraceae
Hieracium_coracinum	Hieracium	Asteraceae
Hieracium_corvinum	Hieracium	Asteraceae
Hieracium_corynellum	Hieracium	Asteraceae
Hieracium_cotyliscophorum	Hieracium	Asteraceae
Hieracium_craspedotum	Hieracium	Asteraceae
Hieracium_cremnaeum	Hieracium	Asteraceae
Hieracium_crispiforme	Hieracium	Asteraceae
Hieracium_crispifrons	Hieracium	Asteraceae
Hieracium_crocatoides	Hieracium	Asteraceae
Hieracium_crossotum	Hieracium	Asteraceae
Hieracium_cryptanthum	Hieracium	Asteraceae
Hieracium_cuneolarium	Hieracium	Asteraceae
Hieracium_cuphodomum	Hieracium	Asteraceae
Hieracium_curtivittatum	Hieracium	Asteraceae
Hieracium_curvatipes	Hieracium	Asteraceae
Hieracium_curvatoides	Hieracium	Asteraceae
Hieracium_dalenense	Hieracium	Asteraceae
Hieracium_denticulosifolium	Hieracium	Asteraceae
Hieracium_deruptorum	Hieracium	Asteraceae
Hieracium_dialeptum	Hieracium	Asteraceae
Hieracium_diasterodes	Hieracium	Asteraceae
Hieracium_diluticeps	Hieracium	Asteraceae
Hieracium_diminutum	Hieracium	Asteraceae
Hieracium_dispergens	Hieracium	Asteraceae
Hieracium_dispersifrons	Hieracium	Asteraceae
Hieracium_dollineri	Hieracium	Asteraceae
Hieracium_drimyodon	Hieracium	Asteraceae
Hieracium_drivstuense	Hieracium	Asteraceae
Hieracium_dystrichotum	Hieracium	Asteraceae
Hieracium_elachacladium	Hieracium	Asteraceae
Hieracium_eripoliodes	Hieracium	Asteraceae
Hieracium_electum	Hieracium	Asteraceae
Hieracium_elongatifrons	Hieracium	Asteraceae
Hieracium_emaceraticeps	Hieracium	Asteraceae
Hieracium_enantiodon	Hieracium	Asteraceae
Hieracium_ensiculare	Hieracium	Asteraceae
Hieracium_epeonium	Hieracium	Asteraceae
Hieracium_eperythrum	Hieracium	Asteraceae
Hieracium_epholcocephalum	Hieracium	Asteraceae
Hieracium_epichloum	Hieracium	Asteraceae
Hieracium_epilepideum	Hieracium	Asteraceae
Hieracium_erectellum	Hieracium	Asteraceae
Hieracium_erigentiforme	Hieracium	Asteraceae
Hieracium_eucalyptum	Hieracium	Asteraceae
Hieracium_euctenodon	Hieracium	Asteraceae
Hieracium_euexum	Hieracium	Asteraceae
Hieracium_euphyllotum	Hieracium	Asteraceae
Hieracium_euplytocephalum	Hieracium	Asteraceae
Hieracium_eurhacidophyllum	Hieracium	Asteraceae
Hieracium_eurototum	Hieracium	Asteraceae
Hieracium_euscepanum	Hieracium	Asteraceae
Hieracium_euthylepioides	Hieracium	Asteraceae
Hieracium_euthylepis	Hieracium	Asteraceae
Hieracium_eutypotum	Hieracium	Asteraceae
Hieracium_evolsum	Hieracium	Asteraceae
Hieracium_exacuticeps	Hieracium	Asteraceae
Hieracium_exacutiforme	Hieracium	Asteraceae
Hieracium_exasciatiforme	Hieracium	Asteraceae
Hieracium_excretum	Hieracium	Asteraceae
Hieracium_expansiceps	Hieracium	Asteraceae
Hieracium_explanatifolium	Hieracium	Asteraceae
Hieracium_expletum	Hieracium	Asteraceae
Hieracium_expressiusculum	Hieracium	Asteraceae
Hieracium_extentatum	Hieracium	Asteraceae
Hieracium_exterium	Hieracium	Asteraceae
Hieracium_farinipes	Hieracium	Asteraceae
Hieracium_fauskense	Hieracium	Asteraceae
Hieracium_fecundum	Hieracium	Asteraceae
Hieracium_fertilium	Hieracium	Asteraceae
Hieracium_filiare	Hieracium	Asteraceae
Hieracium_filistramineum	Hieracium	Asteraceae
Hieracium_fimbriosiceps	Hieracium	Asteraceae
Hieracium_finsaetense	Hieracium	Asteraceae
Hieracium_flaccilingua	Hieracium	Asteraceae
Hieracium_flavolutescens	Hieracium	Asteraceae
Hieracium_flexibipes	Hieracium	Asteraceae
Hieracium_floccicaule	Hieracium	Asteraceae
Hieracium_flocciceps	Hieracium	Asteraceae
Hieracium_fragilipes	Hieracium	Asteraceae
Hieracium_fruticulescens	Hieracium	Asteraceae
Hieracium_fulcratum	Hieracium	Asteraceae
Hieracium_hebetatoides	Hieracium	Asteraceae
Hieracium_hedymorphum	Hieracium	Asteraceae
Hieracium_hemichlorum	Hieracium	Asteraceae
Hieracium_hepatiphyllum	Hieracium	Asteraceae
Hieracium_fumatipes	Hieracium	Asteraceae
Hieracium_fuscicuspis	Hieracium	Asteraceae
Hieracium_gaeopetum	Hieracium	Asteraceae
Hieracium_galactiniceps	Hieracium	Asteraceae
Hieracium_galbanicolor	Hieracium	Asteraceae
Hieracium_galbeum	Hieracium	Asteraceae
Hieracium_gemelliparum	Hieracium	Asteraceae
Hieracium_glandulimarginatum	Hieracium	Asteraceae
Hieracium_glaucicolor	Hieracium	Asteraceae
Hieracium_glischrophyes	Hieracium	Asteraceae
Hieracium_glochinolepis	Hieracium	Asteraceae
Hieracium_glottarium	Hieracium	Asteraceae
Hieracium_graminellum	Hieracium	Asteraceae
Hieracium_gramineticola	Hieracium	Asteraceae
Hieracium_grandiculum	Hieracium	Asteraceae
Hieracium_gravastelloides	Hieracium	Asteraceae
Hieracium_groevelense	Hieracium	Asteraceae
Hieracium_gulldalense	Hieracium	Asteraceae
Hieracium_gymnonotolepis	Hieracium	Asteraceae
Hieracium_hadrophyton	Hieracium	Asteraceae
Hieracium_hamigerum	Hieracium	Asteraceae
Hieracium_hamulatum	Hieracium	Asteraceae
Hieracium_hamulosum	Hieracium	Asteraceae
Hieracium_haploplastum	Hieracium	Asteraceae
Hieracium_haplotetodes	Hieracium	Asteraceae
Hieracium_hastatulum	Hieracium	Asteraceae
Hieracium_hessonethes	Hieracium	Asteraceae
Hieracium_hirtellifolium	Hieracium	Asteraceae
Hieracium_holopetalum	Hieracium	Asteraceae
Hieracium_holophyllodes	Hieracium	Asteraceae
Hieracium_holospadophyllum	Hieracium	Asteraceae
Hieracium_homoglossum	Hieracium	Asteraceae
Hieracium_hugeliense	Hieracium	Asteraceae
Hieracium_humidiceps	Hieracium	Asteraceae
Hieracium_humidorifolium	Hieracium	Asteraceae
Hieracium_hyalinum	Hieracium	Asteraceae
Hieracium_hyperleptum	Hieracium	Asteraceae
Hieracium_hypoleurites	Hieracium	Asteraceae
Hieracium_hypselodes	Hieracium	Asteraceae
Hieracium_idicopum	Hieracium	Asteraceae
Hieracium_idiotropum	Hieracium	Asteraceae
Hieracium_immarginatum	Hieracium	Asteraceae
Hieracium_implicatum	Hieracium	Asteraceae
Hieracium_inauratum	Hieracium	Asteraceae
Hieracium_incisionum	Hieracium	Asteraceae
Hieracium_inconspicuum	Hieracium	Asteraceae
Hieracium_incurvum	Hieracium	Asteraceae
Hieracium_inductum	Hieracium	Asteraceae
Hieracium_iniquilobum	Hieracium	Asteraceae
Hieracium_inlingulatum	Hieracium	Asteraceae
Hieracium_isomeles	Hieracium	Asteraceae
Hieracium_isthmium	Hieracium	Asteraceae
Hieracium_itamodon	Hieracium	Asteraceae
Hieracium_innatum	Hieracium	Asteraceae
Hieracium_inscendens	Hieracium	Asteraceae
Hieracium_insequens	Hieracium	Asteraceae
Hieracium_inspicatum	Hieracium	Asteraceae
Hieracium_integratulum	Hieracium	Asteraceae
Hieracium_intermixtum	Hieracium	Asteraceae
Hieracium_interrogans	Hieracium	Asteraceae
Hieracium_interruptiflorens	Hieracium	Asteraceae
Hieracium_invenustum	Hieracium	Asteraceae
Hieracium_inversum	Hieracium	Asteraceae
Hieracium_ionthadium	Hieracium	Asteraceae
Hieracium_jaervikylense	Hieracium	Asteraceae
Hieracium_kaerkoeense	Hieracium	Asteraceae
Hieracium_kemense	Hieracium	Asteraceae
Hieracium_kinnense	Hieracium	Asteraceae
Hieracium_kiviniemense	Hieracium	Asteraceae
Hieracium_knuthianum	Hieracium	Asteraceae
Hieracium_kosmoicum	Hieracium	Asteraceae
Hieracium_lachnaeilepium	Hieracium	Asteraceae
Hieracium_lachnaeum	Hieracium	Asteraceae
Hieracium_lacistoides	Hieracium	Asteraceae
Hieracium_lacistophylloides	Hieracium	Asteraceae
Hieracium_laesulum	Hieracium	Asteraceae
Hieracium_laetifrons	Hieracium	Asteraceae
Hieracium_lagophyton	Hieracium	Asteraceae
Hieracium_lagopoideum	Hieracium	Asteraceae
Hieracium_lanarium	Hieracium	Asteraceae
Hieracium_leucochaetum	Hieracium	Asteraceae
Hieracium_leucolegnodes	Hieracium	Asteraceae
Hieracium_leucolividuliforme	Hieracium	Asteraceae
Hieracium_leucomalanides	Hieracium	Asteraceae
Hieracium_leucophaeatum	Hieracium	Asteraceae
Hieracium_leucopilotum	Hieracium	Asteraceae
Hieracium_leucopithodes	Hieracium	Asteraceae
Hieracium_leucoplethum	Hieracium	Asteraceae
Hieracium_laurae	Hieracium	Asteraceae
Hieracium_laurenii	Hieracium	Asteraceae
Hieracium_laxiramum	Hieracium	Asteraceae
Hieracium_leiophanoides	Hieracium	Asteraceae
Hieracium_lembifolium	Hieracium	Asteraceae
Hieracium_lepidolytes	Hieracium	Asteraceae
Hieracium_lepthanthelum	Hieracium	Asteraceae
Hieracium_leptocarenum	Hieracium	Asteraceae
Hieracium_leptoclonum	Hieracium	Asteraceae
Hieracium_leptopsis	Hieracium	Asteraceae
Hieracium_leptotes	Hieracium	Asteraceae
Hieracium_leucotrigonum	Hieracium	Asteraceae
Hieracium_leucotrophum	Hieracium	Asteraceae
Hieracium_levicilians	Hieracium	Asteraceae
Hieracium_leviculum	Hieracium	Asteraceae
Hieracium_limbigerum	Hieracium	Asteraceae
Hieracium_limbolarium	Hieracium	Asteraceae
Hieracium_linearisquameum	Hieracium	Asteraceae
Hieracium_lipadenium	Hieracium	Asteraceae
Hieracium_lipochnoum	Hieracium	Asteraceae
Hieracium_lissoglaucum	Hieracium	Asteraceae
Hieracium_lissophyton	Hieracium	Asteraceae
Hieracium_lissoterum	Hieracium	Asteraceae
Hieracium_listrophyllum	Hieracium	Asteraceae
Hieracium_lividum	Hieracium	Asteraceae
Hieracium_lobomischodes	Hieracium	Asteraceae
Hieracium_lobotocum	Hieracium	Asteraceae
Hieracium_lomostephum	Hieracium	Asteraceae
Hieracium_meieces	Hieracium	Asteraceae
Hieracium_melamphaes	Hieracium	Asteraceae
Hieracium_melamphorum	Hieracium	Asteraceae
Hieracium_luroense	Hieracium	Asteraceae
Hieracium_macednophyton	Hieracium	Asteraceae
Hieracium_macripes	Hieracium	Asteraceae
Hieracium_macrodon	Hieracium	Asteraceae
Hieracium_manadenium	Hieracium	Asteraceae
Hieracium_manophyton	Hieracium	Asteraceae
Hieracium_manozum	Hieracium	Asteraceae
Hieracium_mastrucatum	Hieracium	Asteraceae
Hieracium_mediiforme	Hieracium	Asteraceae
Hieracium_mediolatum	Hieracium	Asteraceae
Hieracium_megalanthelum	Hieracium	Asteraceae
Hieracium_melanocrinum	Hieracium	Asteraceae
Hieracium_melaxum	Hieracium	Asteraceae
Hieracium_merakerense	Hieracium	Asteraceae
Hieracium_miarellum	Hieracium	Asteraceae
Hieracium_micantiforme	Hieracium	Asteraceae
Hieracium_micantiramum	Hieracium	Asteraceae
Hieracium_miccylotocum	Hieracium	Asteraceae
Hieracium_microceps	Hieracium	Asteraceae
Hieracium_microcomum	Hieracium	Asteraceae
Hieracium_mitoclonum	Hieracium	Asteraceae
Hieracium_moense	Hieracium	Asteraceae
Hieracium_mollicaule	Hieracium	Asteraceae
Hieracium_molliglandulosum	Hieracium	Asteraceae
Hieracium_nidarosiense	Hieracium	Asteraceae
Hieracium_nigricanticeps	Hieracium	Asteraceae
Hieracium_mollivestitum	Hieracium	Asteraceae
Hieracium_montellii	Hieracium	Asteraceae
Hieracium_mucronosum	Hieracium	Asteraceae
Hieracium_muriceps	Hieracium	Asteraceae
Hieracium_mutilatiforme	Hieracium	Asteraceae
Hieracium_myurolepis	Hieracium	Asteraceae
Hieracium_nanniscodon	Hieracium	Asteraceae
Hieracium_neobipes	Hieracium	Asteraceae
Hieracium_nesiotes	Hieracium	Asteraceae
Hieracium_nodiferum	Hieracium	Asteraceae
Hieracium_notoscioides	Hieracium	Asteraceae
Hieracium_nyctopum	Hieracium	Asteraceae
Hieracium_obconicum	Hieracium	Asteraceae
Hieracium_obnubilum	Hieracium	Asteraceae
Hieracium_obtextifolium	Hieracium	Asteraceae
Hieracium_obtusulescens	Hieracium	Asteraceae
Hieracium_odontodes	Hieracium	Asteraceae
Hieracium_odontolipes	Hieracium	Asteraceae
Hieracium_oedocephalum	Hieracium	Asteraceae
Hieracium_ofotense	Hieracium	Asteraceae
